player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Luka Doncic,doncilu01,2022,RS,DAL,4611,2301,6.363612086434103,.5856748981141381,6.949286984548241,1.379990122104986,-2.023228969020919,-.6432388469159325,5.688529185261817,.0471906972740453,5.735719882535863,10.10216177152604,10.10216177152604,0,5.832354300201209,.4321894019244913,6.2645437021257,1.407185075587425
Luguentz Dort,dortlu01,2022,RS,OKC,3495,1665,-.9163044777725085,1.279098297894958,.3627938201224497,-3.491338576848096,.3542590723861952,-3.137079504461901,-1.382316535569453,1.174600304630299,-.2077162309391545,2.176799427353695,2.176799427353695,0,-2.081986438286136,1.160215023048541,-.9217714152375949,.7951872496638769
Ayo Dosunmu,dosunay01,2022,PO,CHI,185,86,-3.031286443625052,-2.132877947617712,-5.164164391242764,-8.667816538250007,7.807715092915726,-.8601014453342808,-4.218812937624634,-.2111690095371153,-4.429981947161749,-.0762514710768357,0,-.0762514710768357,-6.407014626629543,-.9453235520259671,-7.35233817865551,.2909298993753267
Ayo Dosunmu,dosunay01,2022,RS,CHI,4409,2110,-1.056641101112333,-1.794761705662506,-2.851402806774839,-2.894944347253814,-2.448377160728641,-5.343321507982455,-1.502331653514112,-2.020373095876741,-3.522704749390854,-.8319501963112343,-.8319501963112343,0,-1.621047139732789,-1.241184373441645,-2.862231513174434,.0140097038471686
Damyean Dotson,dotsoda01,2022,RS,NYK,40,21,-1.133270735583353,-7.655031319531746,-8.7883020551151,4.077098333597839,-2.164191745783405,1.912906587814433,-.1215291073008222,-6.9657807905002,-7.087309897801022,-.0445266032888163,-.0445266032888163,0,-3.948936314869315,-8.268851368512253,-12.21778768338157,-4.183827236307858
Devon Dotson,dotsode01,2022,RS,CHI,176,85,.7903273335088561,-1.150311231375218,-.3599838978663616,-1.856704910545408,-2.328866975887551,-4.185571886432959,.296343131129965,-1.433711692477457,-1.137368561347492,.0698754607485413,.0698754607485413,0,-1.366193947411229,-1.994393484790312,-3.360587432201542,-.085119855239702
Sekou Doumbouya,doumbse01,2022,RS,LAL,36,16,5.42649308844896,16.1931160207928,21.61960910924176,-4.739303867280516,42.07115627166202,37.3318524043815,3.754548435366688,22.69574693224975,26.45029536761644,.2456577670001708,.2456577670001708,0,2.14928263370332,14.55490133559271,16.70418396929603,3.058350811841328
Jeff Dowtin,dowtije01,2022,RS,MIL,6,3,-.7470538671976098,-6.408351183273162,-7.155405050470772,-39.68699042379176,9.35588765317125,-30.3311027706205,-9.001581306212058,-3.637717061124948,-12.63929836733701,-.0148769965520027,-.0148769965520027,0,-12.27108394879392,-6.118485040223955,-18.38956898901787,-1.714861093715769
Jeff Dowtin,dowtije01,2022,RS,GSW,60,28,-2.043104862426707,-.9306659381473585,-2.973770800574066,-.3811139801178522,13.58815098044537,13.20703700032752,-1.814162287494021,2.00491985413992,.1907575666458996,.0416039221599012,.0416039221599012,0,-3.066073499335153,.7161560592233149,-2.349917440111839,-.9677959966057075
Jeff Dowtin,dowtije01,2022,RS,ORL,163,77,-7.325304278789821,-2.690893952475391,-10.01619823126521,-7.077791767785205,-4.424221531025933,-11.50201329881114,-7.653625497269236,-3.197882265770552,-10.85150776303979,-.3198498152476664,-.3198498152476664,0,-7.397078129387781,-2.355891414903334,-9.752969544291116,.4960827808476359
P.J. Dozier,doziepj01,2022,RS,DEN,704,340,-.8683933394157527,2.825361651953797,1.956968312538045,-8.929752298331623,.6571930449385375,-8.272559253393085,-2.612213881729017,2.546682021154523,-.0655318605744939,.4644514470288757,.4644514470288757,0,-1.676399636031678,1.361544203474256,-.3148554325574215,-.2615390556124631
Goran Dragic,dragigo01,2022,PO,BRK,160,79,4.902310554225082,-4.691272696847039,.2110378573780425,15.12016983613755,2.944873855215258,18.06504369135281,7.227342381367127,-3.312486452282,3.914855929085128,.2760990705780243,0,.2760990705780243,9.317613915550616,-2.255469538288396,7.062144377262221,-.3369195658175362
Goran Dragic,dragigo01,2022,RS,BRK,870,408,-2.104761383282848,.1675191510238417,-1.937242232259006,2.820991307920731,-1.819773573209499,1.001217734711232,-1.239822872631461,-.2313218719133667,-1.471144744544828,.2660619614328821,.2660619614328821,0,-.5190085100355841,-.4094768150940868,-.928485325129671,-.0550691988144029
Goran Dragic,dragigo01,2022,RS,TOR,193,90,.4285457284310488,1.500159620740414,1.928705349171463,-11.60716333340588,2.078264885007529,-9.528898448398348,-2.064266133211729,1.698957976318567,-.3653081568931615,.1089180173478101,.1089180173478101,0,-1.638517158494964,1.559000001841304,-.0795171566536601,-.5317606652840912
Andre Drummond,drumman01,2022,PO,BRK,120,60,-2.282381349240564,3.759819743848535,1.47743839460797,-7.20068399025319,-.4711744977800716,-7.671858488033262,-3.59054387130667,3.187457458741166,-.403086412565504,.0756106678484613,0,.0756106678484613,1.123089044700894,4.068230686055379,5.191319730756273,1.991527056181606
Andre Drummond,drumman01,2022,RS,BRK,1121,535,1.148702735908933,1.02826580000215,2.176968535911082,5.965343766735443,-4.369368800741605,1.595974965993838,2.192335574400025,-.0301988213177239,2.162136753082301,1.343067350687584,1.343067350687584,0,1.564040126927976,1.024898907478084,2.58893903440606,.16895140452821
Andre Drummond,drumman01,2022,RS,PHI,1851,902,-1.922385564636451,3.878484728731251,1.9560991640948,-.850957169643313,2.032457160636835,1.181499990993522,-1.840205351817193,3.704142406856358,1.863937055039165,2.139420289811424,2.139420289811424,0,-1.894213990260735,4.117847357644393,2.223633367383658,.7575379332215568
Chris Duarte,duartch01,2022,RS,IND,3188,1541,-.485179760858463,.363086135092422,-.122093625766041,-1.590677652793649,2.839876268511796,1.249198615718147,-.7565690781627303,.949451157854972,.1928820796922417,2.31341378171105,2.31341378171105,0,.0542981724767147,.4789101183284819,.5332082908051966,-.0144215988024551
David Duke Jr.,dukeda01,2022,RS,BRK,714,341,-1.762340198328563,-1.756642001097102,-3.518982199425665,-.5687348969653716,-.8157802636057987,-1.38451516057117,-1.623319658149369,-1.631944681977618,-3.255264340126987,-.0879723560278804,-.0879723560278804,0,-1.781733782089878,-.7603801149592846,-2.542113897049163,.076648151310429
Kris Dunn,dunnkr01,2022,RS,POR,709,336,-1.91528705768863,.4477655937237042,-1.467521463964926,.9247730815229656,-1.623449876662254,-.6986767951392887,-1.387254105794688,.1267039330826957,-1.260550172711992,.2555611005867227,.2555611005867227,0,-3.577243713782671,.504077238977826,-3.073166474804845,.0896454549677812
Kevin Durant,duranke01,2022,PO,BRK,353,176,-.6951292057688012,-3.8338467083177,-4.528975914086502,-10.11521122550133,-18.09957834895231,-28.21478957445364,-2.775060701877653,-6.973843543666873,-9.748904245544527,-.6839010979611249,0,-.6839010979611249,2.2850399758194,-8.472821771550841,-6.187781795731441,5.372215484661064
Kevin Durant,duranke01,2022,RS,BRK,4314,2047,5.01839173458324,-.2649766489250489,4.753415085658191,3.833735134837741,4.015517949935483,7.849253084773224,5.034470194597015,.6244145039227444,5.658884698519759,8.923219405539195,8.923219405539195,0,5.414724001915707,-.2572437396420039,5.157480262273704,1.607338203946899
Jaime Echenique,echenja01,2022,RS,WAS,4,3,-2.038612779707001,2.246192271019165,.2075794913121642,-53.15665469731849,42.65614832996459,-10.5005063673539,-12.91131012936829,10.75753088763027,-2.153779241738018,.0008699533444745,.0008699533444745,0,-7.628499633616066,1.896998834874696,-5.73150079874137,-4.670668007893192
Anthony Edwards,edwaran01,2022,PO,MIN,486,227,2.640359740546508,-1.359507933994217,1.280851806552291,2.401863767674992,2.326858802025842,4.728722569700833,2.789643286363328,-.6852580323693167,2.104385253994012,.5786617862869297,0,.5786617862869297,4.001055500704551,2.175669454946385,6.176724955650935,-.1986820129915214
Anthony Edwards,edwaran01,2022,RS,MIN,5198,2466,1.511409849018505,.0439437689554339,1.555353617973939,1.970183704212496,.2749148841507691,2.245098588363265,1.652880148859805,.096728792856035,1.74960894171584,5.677696415685355,5.677696415685355,0,2.29256571768266,.5031280307944174,2.795693748477077,.2914489530181729
Carsen Edwards,edwarca01,2022,RS,DET,166,79,-2.259511477565244,-3.064961383406776,-5.32447286097202,.0977486749975875,-2.314449601016448,-2.216700926018861,-1.831177271627265,-3.056569930320522,-4.887747201947787,-.0862883778892969,-.0862883778892969,0,-4.796423608793191,-2.895776404249269,-7.69220001304246,.1448062549064558
Kessler Edwards,edwarke02,2022,PO,BRK,15,7,-2.439738380863526,-1.766838683747114,-4.20657706461064,-18.70789989546189,6.688123497849274,-12.01977639761261,-6.15903707703062,-.0332955170679636,-6.192332594098583,-.0134088605774125,0,-.0134088605774125,-.6900908961194294,6.616699842085819,5.92660894596639,5.607025682219866
Kessler Edwards,edwarke02,2022,RS,BRK,2071,987,-2.690736850512181,-1.303403036896299,-3.99413988740848,1.487525566322427,-3.769958460071408,-2.282432893748982,-2.001274551210998,-1.88395148774877,-3.885226038959767,-.5725394986757711,-.5725394986757711,0,-1.959890262683544,-1.571062441372642,-3.530952704056185,.1533594544052793
Rob Edwards,edwarro01,2022,RS,OKC,21,11,-1.185509299948907,4.966970045678759,3.781460745729853,-34.77753813039452,-2.237355935549297,-37.01489406594381,-8.143937109402531,3.794294839265317,-4.349642270137214,-.0091657953520111,-.0091657953520111,0,-8.42743064711639,-.1825145067458474,-8.609945153862238,2.097333881151104
CJ Elleby,ellebcj01,2022,RS,POR,2457,1174,-2.921470186153537,-1.876296955761482,-4.79776714191502,-3.279134640921017,-3.605864676481592,-6.884999317402609,-3.13859603164694,-2.279087972496563,-5.417684004143503,-1.604272041382617,-1.604272041382617,0,-3.185917933872794,-2.775726499201676,-5.96164443307447,.400327320727485
Wayne Ellington,ellinwa01,2022,RS,LAL,1705,810,-1.172128457292213,-.8831661515398276,-2.05529460883204,-1.569976878104594,-.789010110388451,-2.358986988493045,-1.295687562399937,-.8731413220682367,-2.168828884468174,.2393769834853547,.2393769834853547,0,-1.142738976008649,-1.920294721270427,-3.063033697279076,-.3326632149408139
Joel Embiid,embiijo01,2022,PO,PHI,737,385,-.8686241275886943,6.490149722084175,5.621525594495481,2.790596155430822,4.100327923892197,6.890924079323018,-.2001765837364134,6.324980148058489,6.124803564322075,1.802729138229112,0,1.802729138229112,1.906129075371586,4.714937276512485,6.621066351884071,.2607336426071482
Joel Embiid,embiijo01,2022,RS,PHI,4640,2297,4.239962983946165,3.775138538991551,8.015101522937716,3.066779409383938,3.017639491167597,6.084418900551535,4.216888363766931,3.821927042910213,8.038815406677145,12.7177801959307,12.7177801959307,0,4.201934883671597,4.245297114470523,8.447231998142119,.5856844101053424
James Ennis III,ennisja01,2022,RS,LAC,60,28,3.806781766900708,-4.168199468317703,-.361417701416995,8.071488466074115,-6.764924556529009,1.306563909545106,4.992518100439486,-4.950750015417028,.0417680850224578,.0400252606127454,.0400252606127454,0,3.81952358949763,-5.709455990714515,-1.889932401216885,.359014774345184
James Ennis III,ennisja01,2022,RS,BRK,33,14,-1.961402293749143,9.273620093009052,7.312217799259909,6.8069871450671,6.420164325895692,13.22715147096279,-.2623408692334754,9.279408965650305,9.017068096416828,.0839598606386331,.0839598606386331,0,-.7348508706477074,5.421882355404737,4.687031484757029,-.1070269382693206
James Ennis III,ennisja01,2022,RS,DEN,27,14,-8.507844233067965,-12.2189680753598,-20.72681230842776,-20.18141165431323,1.784997465570911,-18.39641418874232,-11.58202496418538,-10.08104193338576,-21.66306689757113,-.1343147225388139,-.1343147225388139,0,-7.305565839515478,-10.15549499321862,-17.4610608327341,-.575572611789934
Drew Eubanks,eubandr01,2022,RS,SAS,1264,595,-2.524928738430709,.9433179529473926,-1.581610785483317,-5.097031127878993,-.0029886219743308,-5.100019749853324,-3.214151287382201,.8333147924448985,-2.380836494937303,.1124439676616409,.1124439676616409,0,-2.393882535040299,.1616337260567687,-2.232248808983531,.3367483611267529
Drew Eubanks,eubandr01,2022,RS,POR,1349,650,-2.170006584022692,-2.89770832991515,-5.067714913937841,-.338266225985089,-6.973013282377172,-7.311279508362261,-1.865698511466473,-3.84221416651202,-5.707912677978493,-.9768437618104897,-.9768437618104897,0,-2.749056274217113,-2.830912969798827,-5.57996924401594,-.4168417925672985
Tacko Fall,fallta01,2022,RS,CLE,121,59,-4.220331667245406,4.45732584752079,.2369941802753841,-.4598501903173425,3.426353333178104,2.966503142860762,-3.716524514058615,4.453007714397302,.7364832003386872,.103757101022267,.103757101022267,0,-2.996204943323896,.9312544681862477,-2.064950475137648,-1.136121765075014
Derrick Favors,favorde01,2022,RS,OKC,1358,653,-3.254586705601842,1.46005728848383,-1.794529417118012,-4.525958660643083,3.221584384732894,-1.304374275910189,-3.66150805029998,1.934322486525547,-1.727185563774433,.337046523009542,.337046523009542,0,-4.412580536130834,1.09734181135194,-3.315238724778894,-1.090221519187639
Bruno Fernando,fernabr01,2022,RS,BOS,134,58,-2.451079783730079,.7492309270880847,-1.701848856641994,-12.17463801488733,-7.484250434609702,-19.65888844949703,-4.680162502549633,-1.078032489901299,-5.758194992450933,-.0893443024293026,-.0893443024293026,0,-6.317906810375711,-2.686905239809037,-9.004812050184748,.3673542854526329
Bruno Fernando,fernabr01,2022,RS,HOU,202,94,-1.161988028982694,3.160127532954255,1.99813950397156,-4.303153463363651,3.832300643627601,-.4708528197360504,-1.788029164415355,3.609991157116306,1.82196199270095,.2210694431801646,.2210694431801646,0,-2.208549649795086,1.173037974104698,-1.035511675690389,.8226016316798043
Dorian Finney-Smith,finnedo01,2022,PO,DAL,1175,610,.028555175688803,1.748399313171106,1.776954488859908,12.80219426489588,-.2517145846945236,12.55047968020136,2.638094418137229,1.402475054167102,4.040569472304331,2.151907971064598,0,2.151907971064598,3.701658699449874,2.083395806109613,5.785054505559487,-1.240637852828625
Dorian Finney-Smith,finnedo01,2022,RS,DAL,5224,2644,-.7162821124855517,.9453238736904628,.229041761204911,5.199047275725184,-2.284400409930525,2.914646865794659,.4613632706152456,.2949838762501716,.7563471468654173,4.666676736795049,4.666676736795049,0,.4364007865985396,1.293427052693699,1.729827839292239,-1.337814221836562
Malik Fitts,fittsma01,2022,PO,BOS,13,6,2.413594887640639,3.281072515805697,5.694667403446337,3.482432091475743,32.27632831947921,35.75876041095495,2.717320806777522,9.429142650119859,12.14646345689738,.045204713706676,0,.045204713706676,1.509689822113512,3.515232322861077,5.024922144974589,-3.785258592029862
Malik Fitts,fittsma01,2022,RS,BOS,60,28,8.665015382303672,-5.880873543862051,2.784141838441621,8.906952821050657,1.1514731594953,10.05842598054596,9.158790269439338,-4.945879475671662,4.212910793767676,.0979224300631795,.0979224300631795,0,7.274263358462456,-5.72723079007459,1.547032568387865,-1.555225449159082
Malik Fitts,fittsma01,2022,RS,UTA,76,35,-7.713741847983993,-4.127533858680493,-11.84127570666449,-22.1221530339229,3.136947426201575,-18.98520560772132,-11.26596090626022,-2.949748803485331,-14.21570970974555,-.2059929430754731,-.2059929430754731,0,-8.743146315075169,-5.487201159668146,-14.23034747474331,.6104235917525623
Malachi Flynn,flynnma01,2022,PO,TOR,74,36,-8.224835500001584,4.228838156102831,-3.995997343898753,5.486781012285972,5.940955960132925,11.4277369724189,-5.814034347107395,4.99618581984835,-.817848527259045,.0367274738091974,0,.0367274738091974,-7.672189493015958,4.069800151380418,-3.60238934163554,.3364636039917406
Malachi Flynn,flynnma01,2022,RS,TOR,1118,537,.2390554466335174,.4588445578280527,.69790000446157,-.3852954330620189,-2.787460811535675,-3.172756244597694,.1046431344624491,-.2136611879785424,-.1090180535160933,.7179796358078455,.7179796358078455,0,.0944228830631478,-.4867736053133204,-.3923507222501725,-.7725440078827577
Bryn Forbes,forbebr01,2022,PO,DEN,157,76,3.847848948562307,-8.774979547218377,-4.927130598656071,10.24366748440559,1.131029138508454,11.37469662291404,5.247387141985679,-7.095834886234829,-1.84844774424915,.0358554446228605,0,.0358554446228605,6.712037418984965,-8.029876717020812,-1.317839298035847,-.5372215097524169
Bryn Forbes,forbebr01,2022,RS,SAS,1422,676,-.1625776895070921,-3.090218066113978,-3.25279575562107,-3.622188908866216,.1993149592035643,-3.422873949662652,-.8957482560695125,-2.601199816638214,-3.496948072707727,-.2582270030930183,-.2582270030930183,0,-.585831869501038,-3.025932306191891,-3.61176417569293,.2360913153214904
Bryn Forbes,forbebr01,2022,RS,DEN,1292,610,-.0863705783766953,-5.156088011436258,-5.242458589812953,.8202311070758946,1.710493655580869,2.530724762656763,.0544680996657267,-4.032577983589353,-3.978109883923626,-.3830897734478694,-.3830897734478694,0,-.6367714076706996,-4.826048788715655,-5.462820196386354,.228924739747152
Aleem Ford,fordal03,2022,RS,ORL,144,74,-7.873481862355823,-.5210399871005125,-8.394521849456336,-3.135131345159365,-9.336575674604523,-12.47170701976389,-7.30972787154361,-2.395969093625939,-9.705696965169549,-.2595560697411781,-.2595560697411781,0,-6.661497496763626,-2.207012147785058,-8.868509644548684,-1.163304787869419
Trent Forrest,forretr01,2022,RS,UTA,1564,765,-1.50293143952714,.4675991728114827,-1.035332266715657,1.638753566894826,.7389519669387302,2.377705533833556,-.9795484570178912,.5227379870737467,-.4568104699441444,.8848172137797108,.8848172137797108,0,-1.314659159029493,-.4970109306821365,-1.811670089711629,-1.142054770335828
Evan Fournier,fournev01,2022,RS,NYK,4811,2358,.239574121828355,-1.18591479722435,-.9463406753959954,2.587285807401595,-3.892291131508647,-1.305005324107052,.7645961712726468,-1.840492994467564,-1.075896823194918,2.02781051082148,2.02781051082148,0,1.032275538101511,-1.127017942327018,-.0947424042255074,.6841200853782092
De'Aaron Fox,foxde01,2022,RS,SAC,4421,2083,1.56103473014797,-2.381151581770719,-.8201168516227484,2.511069070565671,-3.064304836458212,-.5532357658925404,1.881272674743221,-2.624794987388766,-.7435223126455457,2.149594642416151,2.149594642416151,0,1.338740266001703,-1.642234565821548,-.3034942998198453,.8074460414903257
Melvin Frazier Jr.,frazime01,2022,RS,OKC,246,120,-9.676704378093415,-8.669807519444669,-18.34651189753809,-9.69287154513756,-10.64191411148624,-20.3347856566238,-10.1336929220419,-9.584269012278297,-19.7179619343202,-1.036199466632175,-1.036199466632175,0,-9.65925333154448,-7.558136691638203,-17.21739002318268,-.2548125072812886
Tim Frazier,fraziti01,2022,RS,CLE,16,8,-23.82406947679895,-13.2014402064625,-37.02550968326145,-20.02442664526584,-9.936319173347885,-29.96074581861372,-24.46066831904851,-13.33472327858614,-37.79539159763465,-.1464443803952559,-.1464443803952559,0,-20.87199557378547,-13.4573092674157,-34.32930484120116,2.379178909459097
Tim Frazier,fraziti01,2022,RS,ORL,412,200,-4.70460452051915,1.499253165345309,-3.205351355173842,-5.903552995994384,.6452285780816061,-5.258324417912778,-5.180027450851806,1.425951352579185,-3.754076098272621,-.1015419310887218,-.1015419310887218,0,-4.664922964989074,.4627082097488578,-4.202214755240217,-.8921106460229334
Markelle Fultz,fultzma01,2022,RS,ORL,773,360,.2633384322220469,1.202584138957058,1.465922571179105,.5487931816991943,2.772427164716881,3.321220346416075,.4673067693983881,1.621039572697295,2.088346342095683,.8945576133079779,.8945576133079779,0,-1.013756230491497,.2506327161683498,-.763123514323147,.6626803300385532
Wenyen Gabriel,gabriwe01,2022,RS,LAL,650,311,.4382310568195479,-3.450657423749309,-3.012426366929761,5.410431025012738,-1.855627617698741,3.554803407313997,1.530130266737955,-3.32038400988683,-1.790253743148875,.1519967491662585,.1519967491662585,0,-.384410474712291,-2.850096553842543,-3.234507028554834,-.1893220152966401
Wenyen Gabriel,gabriwe01,2022,RS,LAC,105,46,-1.739441215315213,-1.597857351508107,-3.33729856682332,-6.095376848803299,2.108200064895298,-3.987176783908001,-2.701886191406332,-.8721334177513969,-3.574019609157729,-.0196843460035079,-.0196843460035079,0,-2.318158809908573,-2.294855439875691,-4.613014249784264,1.785373890401128
Wenyen Gabriel,gabriwe01,2022,RS,BRK,3,1,-2.150954543371652,-4.14095125305874,-6.291905796430392,43.17647933580326,20.96088690053038,64.13736623633363,7.130744043090586,.8224279840950037,7.95317202718559,.005545831820453,.005545831820453,0,3.799989226555199,-7.325207380714494,-3.525218154159294,1.557950168456026
Daniel Gafford,gaffoda01,2022,RS,WAS,2986,1444,.2196777106797219,-.2124115346492416,.0072661760304803,.7899146872086711,-2.68518702684263,-1.895272339633959,.3683898625513184,-.6996475355082996,-.3312576729569812,1.778551139479547,1.778551139479547,0,.0680820130734568,-.4424311233700463,-.3743491102965895,-.1911432289220847
Danilo Gallinari,gallida01,2022,PO,ATL,220,112,.1275818494564921,-5.060883960225786,-4.933302110769294,-1.698544644088715,-2.347226413209043,-4.045771057297758,-.1904690289715259,-4.767511455699088,-4.957980484670614,-.1292415475115819,0,-.1292415475115819,.1004799278997154,-6.760192963171947,-6.659713035272231,-.6625179625789888
Danilo Gallinari,gallida01,2022,RS,ATL,3475,1672,1.064978313763432,-2.14903095314767,-1.084052639384238,1.864892581725468,-1.126786469210457,.738106112515011,1.24315774796695,-2.057119537493158,-.8139617895262083,1.629517105237224,1.629517105237224,0,1.493115024318502,-2.450387408000244,-.9572723836817423,-1.333867918579853
Langston Galloway,gallola01,2022,RS,MIL,106,49,-7.47505991208925,3.041717661377969,-4.433342250711281,-15.91245430606447,4.537118910968602,-11.37533539509587,-9.728084381712149,3.508557302606015,-6.219527079106134,-.0853215211770157,-.0853215211770157,0,-8.929438180276502,1.342574115377757,-7.586864064898745,-1.63251513640792
Langston Galloway,gallola01,2022,RS,BRK,123,58,-6.420964277874714,-.1052857392435063,-6.526250017118221,-2.613744915519875,9.140448147867406,6.526703232347532,-6.053967941057411,1.822386885452732,-4.231581055604678,-.0440392963757608,-.0440392963757608,0,-5.680991189094915,-1.264375687541164,-6.94536687663608,.449218725971404
Darius Garland,garlada01,2022,RS,CLE,4932,2430,3.888120795671109,-.812256114298384,3.075864681372725,6.963638710129364,2.344204979242242,9.307843689371605,4.781359805299148,-.2390624018498941,4.542297403449254,9.042277496858562,9.042277496858562,0,4.108850961749082,.0379590803309564,4.146810042080039,.0153669425981975
Marcus Garrett,garrema01,2022,RS,MIA,255,128,-3.924568927183865,-3.612791306298829,-7.537360233482694,3.620033870267408,-3.447571986227292,.172461884040116,-2.647351168003156,-3.844643981165783,-6.491995149168939,-.2412109078502487,-.2412109078502487,0,-4.299060915936513,-2.671436636006975,-6.970497551943488,-1.294094786255944
Usman Garuba,garubus01,2022,RS,HOU,518,239,-2.701922774529624,-1.65889578732306,-4.360818561852684,5.15306793145795,1.950930411351755,7.103998342809705,-1.204069193474133,-.9030860425442599,-2.107155236018393,.0784669674476944,.0784669674476944,0,-1.91150573524179,-2.000192050460419,-3.911697785702209,.1019217495116829
Luka Garza,garzalu01,2022,RS,DET,828,389,-.349154386834516,-2.891563018677884,-3.2407174055124,-1.173191617927865,-.2174943857652522,-1.390686003693117,-.4360481384512772,-2.45271974075755,-2.888767879208827,-.027749486876686,-.027749486876686,0,-.7907007630854516,-2.03912614711099,-2.829826910196441,.7571892841267684
Rudy Gay,gayru01,2022,RS,UTA,2163,1038,-.3279166651526661,.1643843158787768,-.1635323492738893,.9205002302887006,3.051039115620642,3.971539345909342,-.1492385408684459,.7484320635699971,.5991935227015512,1.77159134614662,1.77159134614662,0,.6929472835109991,-.4430781631717899,.2498691203392092,-.1184013072774401
Paul George,georgpa01,2022,RS,LAC,2243,1077,1.575742123615766,3.569890686782291,5.145632810398056,-1.067432393967264,4.25894381282328,3.191511418856016,1.147735729579093,3.908695233198704,5.056430962777798,4.382431879136989,4.382431879136989,0,2.334520026059934,3.843304660812723,6.177824686872657,2.166086402778923
Taj Gibson,gibsota01,2022,RS,NYK,1907,946,-1.894901205604923,.4186988145901617,-1.476202391014762,-.3693047360809493,2.464531726779946,2.095226990698996,-1.70469611873952,.8494585802643573,-.8552375384751629,.9050758851160882,.9050758851160882,0,-2.535385696244311,.2835665675616892,-2.251819128682622,-1.031155189013269
Josh Giddey,giddejo01,2022,RS,OKC,3540,1700,-1.570550729226877,.3221331975815475,-1.248417531645329,-3.174927414801659,.7857276582595774,-2.389199756542081,-1.879291117949281,.4465676073152646,-1.432723510634017,1.149129757850894,1.149129757850894,0,-2.04501364469865,-.1430278292431103,-2.188041473941761,.5779609124898754
Shai Gilgeous-Alexander,gilgesh01,2022,RS,OKC,4103,1942,2.426985364400795,-.4227398863563581,2.004245478044437,2.396236573826688,-2.475717769301483,-.0794811954747958,2.751941718931425,-.8658780642265738,1.886063654704851,4.609797527469819,4.609797527469819,0,1.578871813270757,-.7308728954119618,.8479989178587951,.3558802597738799
Anthony Gill,gillan01,2022,RS,WAS,970,463,-.132861887162288,-1.443559639668231,-1.576421526830519,2.784578021832038,3.026141668850518,5.810719690682556,.485365543640603,-.5655166864552511,-.0801511428146481,.6302828050033644,.6302828050033644,0,-1.49951211200006,-2.502857851556485,-4.002369963556546,-.0627649306708144
Freddie Gillespie,gillefr01,2022,RS,ORL,244,119,-6.428355755176953,3.270151292477276,-3.158204462699677,-3.685251699530933,-.4784019224915036,-4.163653622022437,-6.194318099385892,2.702146430040164,-3.492171669345729,-.044818736046363,-.044818736046363,0,-6.260079851401227,1.841384695962969,-4.418695155438257,-.5355811041236972
Rudy Gobert,goberru01,2022,PO,UTA,379,197,-.4098760589977439,3.155444286438328,2.745568227440584,1.774752010651311,2.733790085978071,4.508542096629382,.0574424415481153,3.265011589446419,3.322454030994534,.6241203117328862,0,.6241203117328862,-1.443658086402819,1.499831222086791,.0561731356839721,-.829791410391866
Rudy Gobert,goberru01,2022,RS,UTA,4383,2120,.212413318492995,7.313182610780935,7.525595929273931,-.2875802944784051,4.347506602658266,4.059926308179861,.0688719974573767,7.140705232868568,7.209577230325944,10.76447478328381,10.76447478328381,0,.1866214483956875,6.103641056188164,6.290262504583851,-.0746641587394353
Brandon Goodwin,goodwbr01,2022,RS,CLE,1005,502,-1.311600376915784,.7821174837571538,-.5294828931586297,-2.582555198584161,-3.779354037412039,-6.361909235996201,-1.648034350274015,-.1553989402616753,-1.80343329053569,.2399665637137213,.2399665637137213,0,-2.548639255730202,.4178411412592273,-2.130798114470975,-1.018232081808268
Jordan Goodwin,goodwjo01,2022,RS,WAS,9,6,-30.59999065724675,-2.386101220276862,-32.98609187752361,-42.20784726493238,-19.62946098403594,-61.83730824896831,-34.91373295566643,-6.101068827612618,-41.01480178327905,-.1087127878223526,-.1087127878223526,0,-20.45513618555038,-4.436017494170671,-24.89115367972105,-7.191341687987236
Aaron Gordon,gordoaa01,2022,PO,DEN,324,160,.2428884413298387,1.880602638857241,2.12349108018708,6.958641553644228,3.794529137088123,10.75317069073235,1.565553157922404,2.510741390300365,4.076294548222769,.5687433220360422,0,.5687433220360422,5.623522408269349,-.0806825699834476,5.542839838285902,-1.013548361092399
Aaron Gordon,gordoaa01,2022,RS,DEN,4901,2376,-.6823122887941082,-.136888726112988,-.8192010149070963,5.437901014802544,-1.430139007787946,4.007762007014598,.5183393675393473,-.4097089537662499,.1086304137730973,3.463352119719974,3.463352119719974,0,.5876267376085109,-.893192056624267,-.3055653190157561,-.0571474321965768
Eric Gordon,gordoer01,2022,RS,HOU,3572,1669,-.4982055468873382,-3.120080258476016,-3.618285805363354,2.09283053559513,-.3623185954555335,1.730511940139596,.0512759258115558,-2.673752917275849,-2.622476991464294,.10865547723145,.10865547723145,0,-.6662497805291421,-4.172012279098174,-4.838262059627317,.0613343920629675
Devonte' Graham,grahade01,2022,PO,NOP,114,60,.3755421850760885,2.585028560548662,2.960570745624751,2.558224025399559,-8.570703880201512,-6.012479854801953,.7487915443754969,.4451509802016684,1.193942524577165,.1220891438354175,0,.1220891438354175,3.079340390261082,-2.215842837542066,.8634975527190161,-1.901434217366916
